{'market_cap': 1970604000000, 'name': 'KODEX 레버리지', 'date': '20180130', 'industry': 'ETF', 'price': '19095', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '122630', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 702185000000, 'name': '한국자산신탁', 'date': '20180130', 'industry': '기타금융업', 'price': '7510', 'pbr': 1.86, 'eps': '761', 'market_type': 'KOSPI', 'bps': '4027', 'industry_per': '11.64', 'code': '123890', 'per': '9.87', 'foreign_ratio': '6.38', 'face_val': '500', 'foreign_limit': '93500000', 'foreign_possession': '5967439', 'yield_ret': '2.20'}
{'market_cap': 79068000000, 'name': '보락', 'date': '20180130', 'industry': '화학', 'price': '1320', 'pbr': 1.85, 'eps': '51', 'market_type': 'KOSPI', 'bps': '714', 'industry_per': '16.64', 'code': '002760', 'per': '25.88', 'foreign_ratio': '0.73', 'face_val': '200', 'foreign_limit': '59900000', 'foreign_possession': '434921', 'yield_ret': '1.06'}
{'market_cap': 459481837050, 'name': '제이준코스메틱', 'date': '20180130', 'industry': '화학', 'price': '17350', 'pbr': 4.28, 'eps': '874', 'market_type': 'KOSPI', 'bps': '4058', 'industry_per': '31.20', 'code': '025620', 'per': '19.85', 'foreign_ratio': '2.07', 'face_val': '500', 'foreign_limit': '26483103', 'foreign_possession': '5469{'market_cap': 76576500000, 'name': 'KBSTAR 200선물인버스2X', 'date': '20180130', 'industry': 'ETF', 'price': '5355', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '252420', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 1700315341500, 'name': 'SKC', 'date': '20180130', 'industry': '화학', 'price': '45300', 'pbr': 1.16, 'eps': '1150', 'market_type': 'KOSPI', 'bps': '39069', 'industry_per': '14.83', 'code': '011790', 'per': '39.39', 'foreign_ratio': '12.58', 'face_val': '5000', 'foreign_limit': '37534555', 'foreign_possession': '4722111', 'yield_ret': '1.66'}
{'market_cap': 418673025000, 'name': '대원제약', 'date': '20180130', 'in{'market_cap': 88538731200, 'name': '남성', 'date': '20180130', 'industry': '유통업', 'price': '2445', 'pbr': 0.74, 'eps': '38', 'market_type': 'KOSPI', 'bps': '3320', 'industry_per': '145.87', 'code': '004270', 'per': '64.34', 'foreign_ratio': '2.53', 'face_val': '500', 'foreign_limit': '36212160', 'foreign_possession': '916278', 'yield_ret': '1.02'}
{'market_cap': 1073998018000, 'name': '한화손해보험', 'date': '20180130', 'industry': '보험업', 'price': '9200', 'pbr': 0.95, 'eps': '1219', 'market_type': 'KOSPI', 'bps': '9658', 'industry_per': '11.70', 'code': '000370', 'per': '7.55', 'foreign_ratio': '11.33', 'face_val': '5000', 'foreign_limit': '116738915', 'foreign_possession': '13229271', 'yield_ret': '1.08'}
{'market_cap': 69312784150, 'name': '영화금속', 'date': '20180130', 'industry': '운수장비', 'price': '1525', 'pbr': 0.98, 'eps': '203', 'market_type': 'KOSPI', 'bps': '1550', 'industry_per': '9.58', 'code': '012280', 'per': '7.51', 'foreign_ratio': '0.00', 'face_val': '500', 'foreign_limit': '45451006', 'foreign_possession': '0', 'yield_ret': '1.97'}
{'market_cap': 29079517500000, 'name': '삼성바이오로직스', 'date': '20180130', 'industry': '의약품', 'price': '439500', 'pbr': 7.12, 'eps': '-3113', 'market_type': 'KOSPI', 'bps': '61700', 'industry_per': '76.99', 'code': '207940', 'per': '-141.18', 'foreign_ratio': '8.87', 'face_val': '2500', 'foreign_limit': '66165000', 'foreign_possession': '5868676', 'yield_ret': 0}
{'market_cap': 28097095286400, 'name': 'KB금융', 'date': '20180130', 'industry': '기타금융업', 'price': '67200', 'pbr': 0.86, 'eps': '5459', 'market_type': 'KOSPI', 'bps': '77815', 'industry_per': '9.87', 'code': '105560', 'per': '12.31', 'foreign_ratio': '69.52', 'face_val': '5000', 'foreign_limit': '418111537', 'foreign_possession': '290650823', 'yield_ret': '1.86'}
{'market_cap': 60086250000, 'name': 'KINDEX S&P;아시아TOP50', 'date': '20180130', 'industry': 'ETF', 'price': '11445', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '277540', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 78430000000, 'name': '화인베스틸', 'date': '20180130', 'industry': '철강금속', 'price': '2530', 'pbr': 0.77, 'eps': '24', 'market_type': 'KOSPI', 'bps': '3296', 'industry_per': '-6.50', 'code': '133820', 'per': '105.42', 'foreign_ratio': '1.21', 'face_val': '500', 'foreign_limit': '31000000', 'foreign_possession': '375703', 'yield_ret': 0}
{'market_cap': 409362680880, 'name': '한진중공업', 'date': '20180130', 'industry': '건설업', 'price': '3860', 'pbr': 0.46, 'eps': '-3214', 'market_type': 'KOSPI', 'bps': '8450', 'industry_per': '-6.50', 'code': '097230', 'per': '-1.20', 'foreign_ratio': '6.34', 'face_val': '5000', 'foreign_limit': '106052508', 'foreign_possession': '6723790', 'yield_ret': 0}
{'market_cap': 110834132760, 'name': '신일산업', 'date': '20180130', 'industry': '유통업', 'price': '1560', 'pbr': 2.23, 'eps': '55', 'market_type': 'KOSPI', 'bps': '699', 'industry_per': '26.76', 'code': '002700', 'per': '28.36', 'foreign_ratio': '3.37', 'face_val': '500', 'foreign_limit': '71047521', 'foreign_possession': '2390961', 'yield_ret': '0.96'}
{'market_cap': 3637291713900, 'name': '대한항공', 'date': '20180130', 'industry': '운수창고', 'price': '38350', 'pbr': 1.72, 'eps': '-7171', 'market_type': 'KOSPI', 'bps': '22352', 'industry_per': '-10.55', 'code': '003490', 'per': '-5.35', 'foreign_ratio': '31.65', 'face_val': '5000', 'foreign_limit': '47412833', 'foreign_possession': '15008111', 'yield_ret': 0}
{'market_cap': 40992658856, 'name': '에이엔피', 'date': '20180130', 'industry': '전기전자', 'price': '842', 'pbr': 0.6, 'eps': '114', 'market_type': 'KOSPI', 'bps': '1407', 'industry_per': '9.58', 'code': '015260', 'per': '7.39', 'foreign_ratio': '1.54', 'face_val': '500', 'foreign_limit': '48684868', 'foreign_possession': '751697', 'yield_ret': 0}
{'market_cap': 223561616700, 'name': 'LS전선아시아', 'date': '20180130', 'industry': '기타금융업', 'price': '7300', 'pbr': 1.82, 'eps': '436', 'market_type': 'KOSPI', 'bps': '4009', 'industry_per': '32.66', 'code': '229640', 'per': '16.74', 'foreign_ratio': '2.80', 'face_val': '500', 'foreign_limit': '30624879', 'foreign_possession': '858456', 'yield_ret': '2.06'}
{'market_cap': 247629717450, 'name': '경인양행', 'date': '20180130', 'industry': '화학', 'price': '6130', 'pbr': 1.26, 'eps': '127', 'market_type': 'KOSPI', 'bps': '4867', 'industry_per': '14.83', 'code': '012610', 'per': '48.27', 'foreign_ratio': '7.42', 'face_val': '500', 'foreign_limit': '40396365', 'foreign_possession': '2998922', 'yield_ret': '0.82'}
{'market_cap': 60292729300, 'name': '서원', 'date': '20180130', 'industry': '철강금속', 'price': '1270', 'pbr': 0.67, 'eps': '130', 'market_type': 'KOSPI', 'bps': '1887', 'industry_per': '17.09', 'code': '021050', 'per': '9.77', 'foreign_ratio': '3.02', 'face_val': '500', 'foreign_limit': '47474590', 'foreign_possession': '1434847', 'yield_ret': '0.79'}
{'market_cap': 33583420575, 'name': 'KGP', 'date': '20180130', 'industry': '종이목재', 'price': '3735', 'pbr': 1.85, 'eps': '-3381', 'market_type': 'KOSPI', 'bps': '2016', 'industry_per': '27.91', 'code': '109070', 'per': '-1.10', 'foreign_ratio': '1.50', 'face_val': '500', 'foreign_limit': '8991545', 'foreign_possession': '134761', 'yield_ret': 0}
{'market_cap': 124875980950, 'name': '한솔홈데코', 'date': '20180130', 'industry': '종이목재', 'price': '1550', 'pbr': 0.84, 'eps': '98', 'market_type': 'KOSPI', 'bps': '1846', 'industry_per': '17.33', 'code': '025750', 'per': '15.82', 'foreign_ratio': '5.78', 'face_val': '1000', 'foreign_limit': '80565149', 'foreign_possession': '4654074', 'yield_ret': 0}
{'market_cap': 64142547450, 'name': '한창제지', 'date': '20180130', 'industry': '종이목재', 'price': '1075', 'pbr': 1.09, 'eps': '270', 'market_type': 'KOSPI', 'bps': '984', 'industry_per': '18.36', 'code': '009460', 'per': '3.98', 'foreign_ratio': '3.24', 'face_val': '500', 'foreign_limit': '59667486', 'foreign_possession': '1934885', 'yield_ret': 0}
{'market_cap': 98704500000, 'name': 'TIGER 200선물레버리지', 'date': '20180130', 'industry': 'ETF', 'price': '14305', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '267770', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 160114024120, 'name': '쌍방울', 'date': '20180130', 'industry': '섬유의복', 'price': '1240', 'pbr': 0.92, 'eps': '-125', 'market_type': 'KOSPI', 'bps': '1346', 'industry_per': '19.55', 'code': '102280', 'per': '-9.92', 'foreign_ratio': '2.76', 'face_val': '500', 'foreign_limit': '129124213', 'foreign_possession': '3561075', 'yield_ret': 0}
{'market_cap': 163827564600, 'name': '신성통상', 'date': '20180130', 'industry': '유통업', 'price': '1140', 'pbr': 0.73, 'eps': '55', 'market_type': 'KOSPI', 'bps': '1565', 'industry_per': '19.55', 'code': '005390', 'per': '20.73', 'foreign_ratio': '3.44', 'face_val': '500', 'foreign_limit': '143708390', 'foreign_possession': '4940788', 'yield_ret': 0}
{'market_cap': 9439285253000, 'name': '카카오', 'date': '20180130', 'industry': '서비스업', 'price': '139000', 'pbr': 2.74, 'eps': '874', 'market_type': 'KOSPI', 'bps': '50769', 'industry_per': '51.59', 'code': '035720', 'per': '159.04', 'foreign_ratio': '31.90', 'face_val': '500', 'foreign_limit': '67908527', 'foreign_possession': '21665944', 'yield_ret': '0.11'}
{'market_cap': 45249246550, 'name': '세우글로벌', 'date': '20180130', 'industry': '유통업', 'price': '1910', 'pbr': 1.42, 'eps': '18{'market_cap': 2814256097000, 'name': '유한양행', 'date': '20180130', 'industry': '의약품', 'price': '230500', 'pbr': 1.74, 'eps': '12956', 'market_type': 'KOSPI', 'bps': '132227', 'industry_per': '76.99', 'code': '000100', 'per': '17.79', 'foreign_ratio': '24.22', 'face_val': '5000', 'foreign_limit': '12209354', 'foreign_possession': '2957614', 'yield_ret': '0.79'}
{'market_cap': 16471683940, 'name': 'SK증권우', 'date': '20180130', 'industry': '증권', 'price': '4210', 'pbr': 3.17, 'eps': '35', 'market_type': 'KOSPI', 'bps': '1327', 'industry_per': '23.06', 'code': '001515', '{'market_cap': 781648128000, 'name': '대한해운', 'date': '20180130', 'industry': '운수창고', 'price': '32000', 'pbr': 1.29, 'eps': '1220', 'market_type': 'KOSPI', 'bps': '24834', 'industry_per': '-16.04', 'code': '005880', 'per': '26.23', 'foreign_ratio': '5.96', 'face_val': '5000', 'foreign_limit': '24426504', 'foreign_possession': '1456777', 'yield_ret': 0}
{'market_cap': 77771500000, 'name': 'KBSTAR KQ고배당', 'date': '20180130', 'industry': 'ETF', 'price': '14270', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '270800', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 105165000000, 'name': '윌비스', 'date': '20180130', 'industry': '유통업', 'price': '1845', 'pbr': 0.66, 'eps': '68', 'market_type': 'KOSPI', 'bps': '2805', 'industry_per': '19.55', 'code': '008600', 'per': '27.13', 'foreign_ratio': '6.14', 'face_val': '1000', 'foreign_limit': '57000000', 'foreign_possession': '3498627', 'yield_ret': '1.08'}
{'market_cap': 224674283900, 'name': '현대비앤지스틸', 'date': '20180130', 'industry': '철강금속', 'price': '14900', 'pbr': 0.65, 'eps': '1440', 'market_type': 'KOSPI', 'bps': '22859', 'industry_per': '17.09', 'code': '004560', 'per': '10.35', 'foreign_ratio': '6.78', 'face_val': '5000', 'foreign_limit': '15078811', 'foreign_possession': '1022886', 'yield_ret': '0.67'}
{'market_cap': 42362449780, 'name': '콤텍시스템', 'date': '20180130', 'industry': '서비스업', 'price': '1330', 'pbr': 0.75, 'eps': '128', 'market_type': 'KOSPI', 'bps': '1770', 'industry_per': '41.45', 'code': '031820', 'per': '10.39', 'foreign_ratio': '4.83', 'face_val': '500', 'foreign_limit': '31851466', 'foreign_possession': '1539091', 'yield_ret': 0}
{'market_cap': 74703000000, 'name': '영풍제지', 'date': '20180130', 'industry': '종이목재', 'price': '3365', 'pbr': 0.64, 'eps': '248', 'market_type': 'KOSPI', 'bps': '5251', 'industry_per': '27.91', 'code': '006740', 'per': '13.57', 'foreign_ratio': '2.18', 'face_val': '500', 'foreign_limit': '22200000', 'foreign_possession': '483397', 'yield_ret': '1.34'}
{'market_cap': 1468503215200, 'name': '코리안리', 'date': '20180130', 'industry': '보험업', 'price': '12200', 'pbr': 0.66, 'eps': '1330', 'market_type': 'KOSPI', 'bps': '18383', 'industry_per': '11.70', 'code': '003690', 'per': '9.17', 'foreign_ratio': '38.75', 'face_val': '500', 'foreign_limit': '120369116', 'foreign_possession': '46645902', 'yield_ret': '2.66'}
{'market_cap': 83049565928, 'name': '동양철관', 'date': '20180130', 'industry': '철강금속', 'price': '952', 'pbr': 1.01, 'eps': '-176', 'market_type': 'KOSPI', 'bps': '941', 'industry_per': '18.42', 'code': '008970', 'per': '-5.41', 'foreign_ratio': '3.26', 'face_val': '500', 'foreign_limit': '87236939', 'foreign_possession': '2839901', 'yield_ret': 0}
{'market_cap': 34486404260, 'name': '씨아이테크', 'date': '20180130', 'industry': '미분류', 'price': '770', 'pbr': 0.99, 'eps': '-38', 'market_type': 'KOSPI', 'bps': '778', 'industry_per': '-34.36', 'code': '004920', 'per': '-20.26', 'foreign_ratio': '2.64', 'face_val': '500', 'foreign_limit': '44787538', 'foreign_possession': '1181560', 'yield_ret': 0}
{'market_cap': 7820298649600, 'name': 'KT', 'date': '20180130', 'industry': '통신업', 'price': '29950', 'pbr': 0.64, 'eps': '2723', 'market_type': 'KOSPI', 'bps': '46707', 'industry_per': '12.04', 'code': '030200', 'per': '11.00', 'foreign_ratio': '100.00', 'face_val': '5000', 'foreign_limit': '127944788', 'foreign_possession': '127944788', 'yield_ret': '2.67'}
{'market_cap': 19417768440000, 'name': 'SK이노베이션', 'date': '20180130', 'industry': '기타금융업', 'price': '210000', 'pbr': 1.14, 'eps': '17834', 'market_type': 'KOSPI', 'bps': '183525', 'industry_per': '10.99', 'code': '096770', 'per': '11.78', 'foreign_ratio': '42.01', 'face_val': '5000', 'foreign_limit': '92465564', 'foreign_possession': '38843184', 'yield_ret': '3.05'}
{'market_cap': 299848950000, 'name': 'TIGER 중국소비테마', 'date': '20180130', 'industry': 'ETF', 'price': '9195', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '150460', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 62482258800, 'name': '일성건설', 'date': '20180130', 'industry': '건설업', 'price': '1170', 'pbr': 0.65, 'eps': '39', 'market_type': 'KOSPI', 'bps': '1805', 'industry_per': '24.69', 'code': '013360', 'per': '30.00', 'foreign_ratio': '66.34', 'face_val': '500', 'foreign_limit': '53403640', 'foreign_possession': '35429135', 'yield_ret': '1.71'}
{'market_cap': 512619996450, 'name': '용평리조트', 'date': '20180130', 'industry': '서비스업', 'price': '10650', 'pbr': 1.29, 'eps': '324', 'market_type': 'KOSPI', 'bps': '8236', 'industry_per': '27.38', 'code': '070960', 'per': '32.87', 'foreign_ratio': '1.21', 'face_val': '5000', 'foreign_limit': '48133333', 'foreign_possession': '584589', 'yield_ret': '0.94'}
{'market_cap': 1042998528330, 'name': 'JB금융지주', 'date': '20180130', 'industry': '기타금융업', 'price': '6710', 'pbr': 0.46, 'eps': '918', 'market_type': 'KOSPI', 'bps': '14663', 'industry_per': '9.87', 'code': '175330', 'per': '7.31', 'foreign_ratio': '42.95', 'face_val': '5000', 'foreign_limit': '155439423', 'foreign_possession': '66758833', 'yield_ret': '0.75'}
{'market_cap': 1301486000000, 'name': 'KBSTAR 200', 'date': '20180130', 'industry': 'ETF', 'price': '34340', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '148020', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 38348996400, 'name': '삼화전자', 'date': '20180130', 'industry': '전기전자', 'price': '8060', 'pbr': 4.98, 'eps': '-76', 'market_type': 'KOSPI', 'bps': '1618', 'industry_per': '145.87', 'code': '011230', 'per': '-106.05', 'foreign_ratio': '7.90', 'face_val': '1000', 'foreign_limit': '4757940', 'foreign_possession': '376026', 'yield_ret': 0}
{'market_cap': 123582780460, 'name': '에넥스', 'date': '20180130', 'industry': '미분류', 'price': '2060', 'pbr': 1.95, 'eps': '31', 'market_type': 'KOSPI', 'bps': '1055', 'industry_per': '28.48', 'code': '011090', 'per': '66.45', 'foreign_ratio': '1.56', 'face_val': '500', 'foreign_limit': '59991641', 'foreign_possession': '933096', 'yield_ret': '0.97'}
{'market_cap': 156810600000, 'name': '명문제약', 'date': '20180130', 'industry': '의약품', 'price': '6390', 'pbr': 1.71, 'eps': '304', 'market_type': 'KOSPI', 'bps': '3728', 'industry_per': '76.99', 'code': '017180', 'per': '21.02', 'foreign_ratio': '3.69', 'face_val': '500', 'foreign_limit': '24540000', 'foreign_possession': '905965', 'yield_ret': '0.74'}
{'market_cap': 2832720000000, 'name': '대림산업', 'date': '20180130', 'industry': '건설업', 'price': '81400', 'pbr': 0.68, 'eps': '6873', 'market_type': 'KOSPI', 'bps': '119454', 'industry_per': '24.69', 'code': '000210', 'per': '11.84', 'foreign_ratio': '32.52', 'face_val': '5000', 'foreign_limit': '34800000', 'foreign_possession': '11317672', 'yield_ret': '0.37'}
{'market_cap': 2879615772000, 'name': '맥쿼리인프라', 'date': '20180130', 'industry': '기타금융업', 'price': '8250', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '088980', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 66222776880, 'name': '베트남개발1', 'date': '20180130', 'industry': '미분류', 'price': '533', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'cod{'market_cap': 364745678050, 'name': 'AJ네트웍스', 'date': '20180130', 'industry': '서비스업', 'price': '7790', 'pbr': 1.3, 'eps': '288', 'market_type': 'KOSPI', 'bps': '5980', 'industry_per': '22.88', 'code': '095570', 'per': '27.05', 'foreign_ratio': '8.22', 'face_val': '1000', 'foreign_limit': '46822295', 'foreign_possession': '3846618', 'yield_ret': '0.77'}
{'market_cap': 1987097612500, 'name': '대웅제약', 'date': '20180130', 'industry': '의약품', 'price': '171500', {'market_cap': 190356518195, 'name': '삼성제약', 'date': '20180130', 'industry': '의약품', 'price': '4595', 'pbr': 2.21, 'eps': '-630', 'market_type': 'KOSPI', 'bps': '2076', 'industry_per': '76.99', 'code': '001360', 'per': '-7.29', 'foreign_ratio': '2.27', 'face_val': '500', 'foreign_limit': '41426881', 'foreign_possession': '938641', 'yield_ret': 0}
{'market_cap': 223463261320, 'name': '대성산업', 'date': '20180130', 'industry': '유통업', 'price': '4940', 'pbr': 3.76, 'eps': '-3144', 'market_type': 'KOSPI', 'bps': '1315', 'industry_per': '10.99', 'code': '128820', 'per': '-1.57', 'foreign_ratio': '0.50', 'face_val': '5000', 'foreign_limit': '45235478', 'foreign_possession': '227167', 'yield_ret': 0}
{'market_cap': 954374000000, 'name': 'KINDEX 200', 'date': '20180130', 'industry': 'ETF', 'price': '34330', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '105190', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 68239452160, 'name': '동국실업', 'date': '20180130', 'industry': '운수장비', 'price': '1280', 'pbr': 0.22, 'eps': '483', 'market_type': 'KOSPI', 'bps': '5734', 'industry_per': '9.58', 'code': '001620', 'per': '2.65', 'foreign_ratio': '6.74', 'face_val': '500', 'foreign_limit': '53312072', 'foreign_possession': '3591292', 'yield_ret': 0}
{'market_cap': 232200000000, 'name': '신세계 I&C;', 'date': '20180130', 'industry': '서비스업', 'price': '135000', 'pbr': 1.39, 'eps': '1480', 'market_type': 'KOSPI', 'bps': '96917', 'industry_per': '41.45', 'code': '035510', 'per': '91.22', 'foreign_ratio': '10.74', 'face_val': '5000', 'foreign_limit': '1720000', 'foreign_possession': '184693', 'yield_ret': '0.74'}
{'market_cap': 5380625906400, 'name': '한국항공우주', 'date': '20180130', 'industry': '운수장비', 'price': '55200', 'pbr': 3.72, 'eps': '2717', 'market_type': 'KOSPI', 'bps': '14830', 'industry_per': '13.75', 'code': '047810', 'per': '20.32', 'foreign_ratio': '18.26', 'face_val': '5000', 'foreign_limit': '97475107', 'foreign_possession': '17800958', 'yield_ret': '1.23'}
{'market_cap': 522139167200, 'name': '일동제약', 'date': '20180130', 'industry': '의약품', 'price': '26600', 'pbr': 2.14, 'eps': '1412', 'market_type': 'KOSPI', 'bps': '12434', 'industry_per': '76.99', 'code': '249420', 'per': '18.84', 'foreign_ratio': '7.04', 'face_val': '1000', 'foreign_limit': '19629292', 'foreign_possession': '1381345', 'yield_ret': '0.93'}
{'market_cap': 297621462600, 'name': '코리아써키트', 'date': '20180130', 'industry': '전기전자', 'price': '12600', 'pbr': 0.99, 'eps': '-248', 'market_type': 'KOSPI', 'bps': '12727', 'industry_per': '145.87', 'code': '007810', 'per': '-50.81', 'foreign_ratio': '4.09', 'face_val': '500', 'foreign_limit': '23620751', 'foreign_possession': '966195', 'yield_ret': '0.79'}
{'market_cap': 259722000000, 'name': 'KBSTAR 코스닥150', 'date': '20180130', 'industry': 'ETF', 'price': '16920', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '270810', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 478984309600, 'name': '신풍제약', 'date': '20180130', 'industry': '의약품', 'price': '9040', 'pbr': 2.09, 'eps': '-352', 'market_type': 'KOSPI', 'bps': '4333', 'industry_per': '76.99', 'code': '019170', 'per': '-25.68', 'foreign_ratio': '1.46', 'face_val': '500', 'foreign_limit': '52984990', 'foreign_possession': '775011', 'yield_ret': 0}
{'market_cap': 33506074620, 'name': '한솔PNS', 'date': '20180130', 'industry': '유통업', 'price': '1635', 'pbr': 1.01, 'eps': '31', 'market_type': 'KOSPI', 'bps': '1618', 'industry_per': '19.12', 'code': '010420', 'per': '52.74', 'foreign_ratio': '5.48', 'face_val': '500', 'foreign_limit': '20493012', 'foreign_possession': '1123588', 'yield_ret': '0.92'}
{'market_cap': 99682104095, 'name': '대유에이텍', 'date': '20180130', 'industry': '운수장비', 'price': '1085', 'pbr': 0.99, 'eps': 0, 'market_type': 'KOSPI', 'bps': '1095', 'industry_per': '9.58', 'code': '002880', 'per': 0, 'foreign_ratio': '2.14', 'face_val': '500', 'foreign_limit': '91872907', 'foreign_possession': '1969097', 'yield_ret': '1.38'}
{'market_cap': 194193364050, 'name': '모나리자', 'date': '20180130', 'industry': '종이목재', 'price': '5310', 'pbr': 2.83, 'eps': '149', 'market_type': 'KOSPI', 'bps': '1877', 'industry_per': '17.28', 'code': '012690', 'per': '35.64', 'foreign_ratio': '1.32', 'face_val': '500', 'foreign_limit': '36571255', 'foreign_possession': '483858', 'yield_ret': '1.41'}
{'market_cap': 1230801000000, 'name': 'KODEX 삼성그룹', 'date': '20180130', 'industry': 'ETF', 'price': '7410', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '102780', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 91872000000, 'name': 'DSR제강', 'date': '20180130', 'industry': '철강금속', 'price': '6380', 'pbr': 0.73, 'eps': '603', 'market_type': 'KOSPI', 'bps': '8780', 'industry_per': '18.42', 'code': '069730', 'per': '10.58', 'foreign_ratio': '2.16', 'face_val': '500', 'foreign_limit': '14400000', 'foreign_possession': '311440', 'yield_ret': '0.63'}
{'market_cap': 121128633925, 'name': '광명전기', 'date': '20180130', 'industry': '전기전자', 'price': '2795', 'pbr': 1.36, 'eps': '218', 'market_type': 'KOSPI', 'bps': '2061', 'industry_per': '32.66', 'code': '017040', 'per': '12.82', 'foreign_ratio': '3.55', 'face_val': '500', 'foreign_limit': '43337615', 'foreign_possession': '1539548', 'yield_ret': 0}
{'market_cap': 221311109250, 'name': '디피씨', 'date': '20180130', 'industry': '전기전자', 'price': '5310', 'pbr': 1.48, 'eps': '325', 'market_type': 'KOSPI', 'bps': '3600', 'industry_per': '51.37', 'code': '026890', 'per': '16.34', 'foreign_ratio': '2.88', 'face_val': '500', 'foreign_limit': '41678175', 'foreign_possession': '1200090', 'yield_ret': '1.32'}
{'market_cap': 1814700000000, 'name': '일진머티리얼즈', 'date': '20180130', 'industry': '전기전자', 'price': '39450', 'pbr': 5.58, 'eps': '971', 'market_type': 'KOSPI', 'bps': '7071', 'industry_per': '145.87', 'code': '020150', 'per': '40.63', 'foreign_ratio': '3.83', 'face_val': '500', 'foreign_limit': '46000000', 'foreign_possession': '1761327', 'yield_ret': '0.12'}
{'market_cap': 595200000000, 'name': '송원산업', 'date': '20180130', 'industry': '화학', 'price': '24800', 'pbr': 1.67, 'eps': '1802', 'market_type': 'KOSPI', 'bps': '14851', 'industry_per': '14.83', 'code': '004430', 'per': '13.76', 'foreign_ratio': '20.60', 'face_val': '500', 'foreign_limit': '24000000', 'foreign_possession': '4943724', 'yield_ret': '0.56'}
{'market_cap': 37620000000, 'name': '티에이치엔', 'date': '20180130', 'industry': '전기전자', 'price': '2090', 'pbr': 1.05, 'eps': '830', 'market_type': 'KOSPI', 'bps': '1991', 'industry_per': '9.58', 'code': '019180', 'per': '2.52', 'foreign_ratio': '1.34', 'face_val': '500', 'foreign_limit': '18000000', 'foreign_possession': '240374', 'yield_ret': '2.63'}
{'market_cap': 34032716005500, 'name': '현대차', 'date': '20180130', 'industry': '운수장비', 'price': '154500', 'pbr': 0.62, 'eps': '18938', 'market_type': 'KOSPI', 'bps': '250098', 'industry_per': '5.88', 'code': '005380', 'per': '8.16', 'foreign_ratio': '45.74', 'face_val': '5000', 'foreign_limit': '220276479', 'foreign_possession': '100754398', 'yield_ret': '2.59'}
